ReservationDetailID,ReservationID,RoomTypeID,Record_Rate,OrderQty
100004800,100004800,3,109,1
100004801,100004801,2,538,1
100004802,100004802,2,284,2
100004803,100004803,5,306,1
100004804,100004804,4,265,4
100004805,100004805,1,493,3
100004806,100004806,5,294,4
100004807,100004807,2,272,2
100004808,100004808,1,481,1
100004809,100004809,3,189,1
100004810,100004810,4,147,4
100004811,100004811,1,166,1
100004812,100004812,5,418,4
100004813,100004813,1,309,1
100004814,100004814,5,227,3
100004815,100004815,2,369,3
100004816,100004816,5,335,4
100004817,100004817,4,344,1
100004818,100004818,3,321,1
100004819,100004819,2,497,3
100004820,100004820,1,324,4
100004821,100004821,4,134,2
100004822,100004822,2,308,2
100004823,100004823,4,512,4
100004824,100004824,2,422,1
100004825,100004825,5,375,3
100004826,100004826,3,182,3
100004827,100004827,2,268,1
100004828,100004828,3,198,4
100004829,100004829,4,379,1
100004830,100004830,2,212,3
100004831,100004831,1,113,4
100004832,100004832,1,285,4
100004833,100004833,1,116,1
100004834,100004834,2,197,4
100004835,100004835,4,125,2
100004836,100004836,1,481,4
100004837,100004837,4,150,4
100004838,100004838,1,476,2
100004839,100004839,2,249,2
100004840,100004840,1,282,2
100004841,100004841,1,491,1
100004842,100004842,2,526,3
100004843,100004843,3,355,1
100004844,100004844,1,284,4
100004845,100004845,3,203,1
100004846,100004846,1,265,4
100004847,100004847,2,325,3
100004848,100004848,5,147,4
100004849,100004849,3,363,1
100004850,100004850,3,210,4
100004851,100004851,3,339,2
100004852,100004852,2,216,1
100004853,100004853,5,117,1
100004854,100004854,3,443,1
100004855,100004855,1,444,2
100004856,100004856,4,436,3
100004857,100004857,3,108,1
100004858,100004858,2,481,4
100004859,100004859,5,225,3
100004860,100004860,1,519,4
100004861,100004861,1,279,1
100004862,100004862,4,316,4
100004863,100004863,1,239,1
100004864,100004864,5,403,4
100004865,100004865,5,409,2
100004866,100004866,2,208,4
100004867,100004867,4,115,1
100004868,100004868,3,172,1
100004869,100004869,3,146,4
100004870,100004870,3,336,3
100004871,100004871,5,130,3
100004872,100004872,3,470,1
100004873,100004873,4,395,3
100004874,100004874,1,417,1
100004875,100004875,4,255,3
100004876,100004876,4,279,2
100004877,100004877,3,139,3
100004878,100004878,2,119,4
100004879,100004879,3,300,1
100004880,100004880,4,124,3
100004881,100004881,5,297,1
100004882,100004882,5,504,4
100004883,100004883,3,161,1
100004884,100004884,3,127,2
100004885,100004885,5,248,3
100004886,100004886,2,205,1
100004887,100004887,4,334,3
100004888,100004888,2,337,2
100004889,100004889,4,428,3
100004890,100004890,4,283,2
100004891,100004891,2,388,2
100004892,100004892,5,462,1
100004893,100004893,1,325,4
100004894,100004894,4,221,3
100004895,100004895,1,496,4
100004896,100004896,1,180,1
100004897,100004897,2,278,1
100004898,100004898,2,304,1
100004899,100004899,5,278,2
100004900,100004900,4,531,4
100004901,100004901,4,212,3
100004902,100004902,5,528,1
100004903,100004903,2,158,4
100004904,100004904,3,246,3
100004905,100004905,2,287,2
100004906,100004906,5,471,4
100004907,100004907,4,493,2
100004908,100004908,5,166,1
100004909,100004909,3,424,1
100004910,100004910,1,341,3
100004911,100004911,5,278,2
100004912,100004912,1,352,3
100004913,100004913,1,436,2
100004914,100004914,1,202,3
100004915,100004915,4,308,3
100004916,100004916,1,471,4
100004917,100004917,3,442,2
100004918,100004918,3,457,2
100004919,100004919,1,219,3
100004920,100004920,4,174,4
100004921,100004921,2,511,3
100004922,100004922,1,211,3
100004923,100004923,2,183,4
100004924,100004924,4,324,2
100004925,100004925,5,166,2
100004926,100004926,4,506,3
100004927,100004927,1,142,2
100004928,100004928,4,282,4
100004929,100004929,1,220,3
100004930,100004930,2,390,1
100004931,100004931,2,342,1
100004932,100004932,4,199,3
100004933,100004933,4,433,1
100004934,100004934,4,161,2
100004935,100004935,3,253,2
100004936,100004936,4,505,1
100004937,100004937,4,274,4
100004938,100004938,5,421,4
100004939,100004939,3,515,3
100004940,100004940,5,290,4
100004941,100004941,4,387,3
100004942,100004942,4,443,2
100004943,100004943,1,268,3
100004944,100004944,4,369,4
100004945,100004945,2,254,1
100004946,100004946,1,248,2
100004947,100004947,5,166,2
100004948,100004948,1,314,2
100004949,100004949,4,323,4
100004950,100004950,2,337,2
100004951,100004951,1,540,4
100004952,100004952,4,363,3
100004953,100004953,3,512,4
100004954,100004954,3,241,4
100004955,100004955,1,372,2
100004956,100004956,1,312,4
100004957,100004957,2,314,4
100004958,100004958,5,409,3
100004959,100004959,2,220,1
100004960,100004960,1,173,1
100004961,100004961,3,500,1
100004962,100004962,3,460,4
100004963,100004963,3,336,1
100004964,100004964,5,515,3
100004965,100004965,3,125,3
100004966,100004966,1,206,4
100004967,100004967,5,537,2
100004968,100004968,3,318,3
100004969,100004969,2,503,3
100004970,100004970,2,253,2
100004971,100004971,5,326,1
100004972,100004972,5,315,4
100004973,100004973,4,412,2
100004974,100004974,2,358,2
100004975,100004975,4,430,3
100004976,100004976,3,422,1
100004977,100004977,4,130,1
100004978,100004978,5,418,2
100004979,100004979,5,125,3
100004980,100004980,3,421,4
100004981,100004981,5,356,1
100004982,100004982,4,357,2
100004983,100004983,5,249,1
100004984,100004984,5,399,2
100004985,100004985,3,337,3
100004986,100004986,2,310,1
100004987,100004987,2,497,4
100004988,100004988,2,150,3
100004989,100004989,4,196,1
100004990,100004990,2,276,2
100004991,100004991,1,248,4
100004992,100004992,3,317,3
100004993,100004993,2,183,2
100004994,100004994,3,488,3
100004995,100004995,4,308,2
100004996,100004996,3,491,4
100004997,100004997,1,150,2
100004998,100004998,3,173,3
100004999,100004999,5,456,3
100005000,100005000,2,320,3
100005001,100005001,4,234,3
100005002,100005002,4,322,2
100005003,100005003,1,540,3
100005004,100005004,3,318,1
100005005,100005005,2,213,1
100005006,100005006,4,192,3
100005007,100005007,1,196,1
100005008,100005008,2,343,3
100005009,100005009,1,405,3
100005010,100005010,1,127,4
100005011,100005011,4,206,3
100005012,100005012,1,443,2
100005013,100005013,4,449,1
100005014,100005014,5,124,1
100005015,100005015,4,514,1
100005016,100005016,2,507,4
100005017,100005017,2,528,3
100005018,100005018,5,123,3
100005019,100005019,4,203,1
100005020,100005020,2,543,2
100005021,100005021,5,222,4
100005022,100005022,1,323,4
100005023,100005023,2,348,2
100005024,100005024,5,456,4
100005025,100005025,2,333,4
100005026,100005026,4,530,4
100005027,100005027,3,462,3
100005028,100005028,4,130,2
100005029,100005029,4,283,4
100005030,100005030,3,106,2
100005031,100005031,3,537,2
100005032,100005032,1,511,2
100005033,100005033,5,406,2
100005034,100005034,4,163,4
100005035,100005035,3,317,1
100005036,100005036,5,392,4
100005037,100005037,5,417,1
100005038,100005038,3,443,4
100005039,100005039,2,221,2
100005040,100005040,2,434,3
100005041,100005041,4,142,2
100005042,100005042,1,234,4
100005043,100005043,3,161,4
100005044,100005044,3,149,3
100005045,100005045,4,532,3
100005046,100005046,1,451,2
100005047,100005047,3,168,3
100005048,100005048,4,208,1
100005049,100005049,4,539,1
100005050,100005050,3,192,2
100005051,100005051,3,549,3
100005052,100005052,4,297,3
100005053,100005053,3,473,2
100005054,100005054,4,517,1
100005055,100005055,1,374,3
100005056,100005056,3,180,3
100005057,100005057,5,160,3
100005058,100005058,3,133,3
100005059,100005059,4,469,3
100005060,100005060,5,454,1
100005061,100005061,4,291,2
100005062,100005062,3,496,1
100005063,100005063,1,434,2
100005064,100005064,2,325,1
100005065,100005065,5,542,2
100005066,100005066,4,230,1
100005067,100005067,4,161,3
100005068,100005068,3,265,3
100005069,100005069,1,518,1
100005070,100005070,4,496,2
100005071,100005071,5,415,4
100005072,100005072,1,240,3
100005073,100005073,2,322,3
100005074,100005074,2,389,3
100005075,100005075,1,225,1
100005076,100005076,4,539,2
100005077,100005077,5,199,2
100005078,100005078,5,475,3
100005079,100005079,2,114,4
100005080,100005080,3,369,2
100005081,100005081,5,235,3
100005082,100005082,2,344,4
100005083,100005083,4,115,1
100005084,100005084,1,294,1
100005085,100005085,5,303,3
100005086,100005086,2,425,2
100005087,100005087,2,492,3
100005088,100005088,2,322,4
100005089,100005089,5,245,4
100005090,100005090,5,550,4
100005091,100005091,4,296,1
100005092,100005092,4,425,3
100005093,100005093,3,239,1
100005094,100005094,3,225,4
100005095,100005095,2,536,4
100005096,100005096,4,307,2
100005097,100005097,5,414,3
100005098,100005098,1,344,3
100005099,100005099,3,354,4
100005100,100005100,1,271,2
100005101,100005101,3,343,1
100005102,100005102,3,397,1
100005103,100005103,2,523,2
100005104,100005104,3,429,1
100005105,100005105,5,187,2
100005106,100005106,5,407,4
100005107,100005107,2,338,1
100005108,100005108,2,531,2
100005109,100005109,1,258,2
100005110,100005110,4,289,4
100005111,100005111,2,217,1
100005112,100005112,2,172,3
100005113,100005113,2,512,1
100005114,100005114,5,351,3
100005115,100005115,5,375,1
100005116,100005116,1,165,3
100005117,100005117,5,319,2
100005118,100005118,3,363,2
100005119,100005119,4,398,3
100005120,100005120,4,488,1
100005121,100005121,3,339,4
100005122,100005122,2,520,2
100005123,100005123,3,484,2
100005124,100005124,1,496,1
100005125,100005125,4,291,2
100005126,100005126,2,158,3
100005127,100005127,4,535,4
100005128,100005128,4,390,3
100005129,100005129,2,408,4
100005130,100005130,5,104,4
100005131,100005131,3,228,1
100005132,100005132,5,439,3
100005133,100005133,1,369,2
100005134,100005134,1,111,3
100005135,100005135,4,420,3
100005136,100005136,2,310,4
100005137,100005137,1,384,1
100005138,100005138,2,179,3
100005139,100005139,2,494,3
100005140,100005140,3,521,1
100005141,100005141,1,264,3
100005142,100005142,5,129,4
100005143,100005143,5,476,1
100005144,100005144,1,210,3
100005145,100005145,1,351,1
100005146,100005146,5,506,4
100005147,100005147,1,347,1
100005148,100005148,4,184,2
100005149,100005149,1,179,3
100005150,100005150,4,169,1
100005151,100005151,4,518,4
100005152,100005152,1,234,1
100005153,100005153,3,460,4
100005154,100005154,2,481,2
100005155,100005155,2,435,1
100005156,100005156,1,447,1
100005157,100005157,3,143,3
100005158,100005158,2,333,3
100005159,100005159,5,447,2
100005160,100005160,3,241,3
100005161,100005161,5,286,3
100005162,100005162,4,425,2
100005163,100005163,4,289,3
100005164,100005164,3,173,1
100005165,100005165,4,544,2
100005166,100005166,4,118,2
100005167,100005167,5,302,2
100005168,100005168,2,343,4
100005169,100005169,5,474,3
100005170,100005170,4,182,3
100005171,100005171,1,403,1
100005172,100005172,3,272,3
100005173,100005173,5,481,1
100005174,100005174,2,128,1
100005175,100005175,3,361,1
100005176,100005176,3,251,4
100005177,100005177,2,289,3
100005178,100005178,2,225,3
100005179,100005179,2,468,4
100005180,100005180,5,183,4
100005181,100005181,5,529,1
100005182,100005182,2,255,2
100005183,100005183,3,407,4
100005184,100005184,1,548,1
100005185,100005185,5,271,1
100005186,100005186,5,508,1
100005187,100005187,1,325,4
100005188,100005188,3,453,1
100005189,100005189,3,170,3
100005190,100005190,4,273,2
100005191,100005191,5,539,1
100005192,100005192,3,516,2
100005193,100005193,5,476,2
100005194,100005194,5,279,1
100005195,100005195,1,430,1
100005196,100005196,5,239,2
100005197,100005197,5,132,2
100005198,100005198,4,339,3
100005199,100005199,2,387,1
100005200,100005200,2,200,2
100005201,100005201,1,532,2
100005202,100005202,4,340,4
100005203,100005203,4,488,4
100005204,100005204,5,135,2
100005205,100005205,1,297,4
100005206,100005206,4,349,3
100005207,100005207,4,246,4
100005208,100005208,3,397,3
100005209,100005209,4,229,2
100005210,100005210,3,229,1
100005211,100005211,5,233,3
100005212,100005212,3,409,2
100005213,100005213,5,409,3
100005214,100005214,1,401,2
100005215,100005215,4,546,1
100005216,100005216,4,386,2
100005217,100005217,2,547,3
100005218,100005218,5,141,4
100005219,100005219,3,344,1
100005220,100005220,3,291,1
100005221,100005221,5,342,4
100005222,100005222,5,246,1
100005223,100005223,2,267,1
100005224,100005224,2,258,2
100005225,100005225,3,107,1
100005226,100005226,5,309,1
100005227,100005227,1,450,4
100005228,100005228,1,151,1
100005229,100005229,1,488,4
100005230,100005230,3,480,1
100005231,100005231,3,180,2
100005232,100005232,1,296,3
100005233,100005233,2,147,4
100005234,100005234,1,278,3
100005235,100005235,5,450,1
100005236,100005236,3,102,2
100005237,100005237,2,476,4
100005238,100005238,2,215,2
100005239,100005239,4,438,4
100005240,100005240,1,187,4
100005241,100005241,5,124,2
100005242,100005242,4,367,1
100005243,100005243,2,174,3
100005244,100005244,2,252,1
100005245,100005245,1,519,2
100005246,100005246,1,270,4
100005247,100005247,1,483,1
100005248,100005248,1,126,2
100005249,100005249,4,520,3
100005250,100005250,2,129,2
100005251,100005251,3,284,3
100005252,100005252,4,375,1
100005253,100005253,3,535,2
100005254,100005254,5,356,2
100005255,100005255,1,339,4
100005256,100005256,3,213,3
100005257,100005257,1,358,4
100005258,100005258,3,427,3
100005259,100005259,4,389,4
100005260,100005260,4,205,1
100005261,100005261,4,263,2
100005262,100005262,5,402,4
100005263,100005263,5,498,4
100005264,100005264,5,403,3
100005265,100005265,1,508,4
100005266,100005266,5,262,1
100005267,100005267,5,349,1
100005268,100005268,2,203,3
100005269,100005269,2,226,4
100005270,100005270,5,520,2
100005271,100005271,1,215,1
100005272,100005272,1,145,3
100005273,100005273,4,265,1
100005274,100005274,2,273,1
100005275,100005275,1,293,4
100005276,100005276,2,204,4
100005277,100005277,1,355,4
100005278,100005278,3,250,3
100005279,100005279,1,245,3
100005280,100005280,3,269,1
100005281,100005281,1,119,1
100005282,100005282,3,178,2
100005283,100005283,2,219,3
100005284,100005284,5,408,1
100005285,100005285,5,215,2
100005286,100005286,3,493,4
100005287,100005287,5,452,3
100005288,100005288,5,510,4
100005289,100005289,4,270,1
100005290,100005290,4,234,4
100005291,100005291,5,314,2
100005292,100005292,2,291,4
100005293,100005293,2,515,1
100005294,100005294,2,288,4
100005295,100005295,1,424,1
100005296,100005296,4,288,1
100005297,100005297,4,359,4
100005298,100005298,5,234,1
100005299,100005299,4,461,1
100005300,100005300,1,248,2
100005301,100005301,2,196,3
100005302,100005302,4,350,3
100005303,100005303,2,200,3
100005304,100005304,2,428,3
100005305,100005305,2,160,2
100005306,100005306,4,210,4
100005307,100005307,5,396,3
100005308,100005308,5,526,3
100005309,100005309,5,309,2
100005310,100005310,5,487,2
100005311,100005311,3,228,2
100005312,100005312,2,511,4
100005313,100005313,3,397,3
100005314,100005314,4,125,2
100005315,100005315,2,374,1
100005316,100005316,2,515,2
100005317,100005317,4,513,2
100005318,100005318,4,525,1
100005319,100005319,2,188,3
100005320,100005320,1,239,3
100005321,100005321,4,120,1
100005322,100005322,1,408,2
100005323,100005323,2,300,1
100005324,100005324,5,107,4
100005325,100005325,1,326,2
100005326,100005326,5,426,2
100005327,100005327,4,444,2
100005328,100005328,1,375,3
100005329,100005329,5,252,3
100005330,100005330,2,333,1
100005331,100005331,2,515,4
100005332,100005332,5,224,2
100005333,100005333,3,144,4
100005334,100005334,2,445,3
100005335,100005335,1,393,3
100005336,100005336,5,476,2
100005337,100005337,4,181,3
100005338,100005338,1,430,1
100005339,100005339,1,325,2
100005340,100005340,1,284,1
100005341,100005341,1,421,3
100005342,100005342,4,543,3
100005343,100005343,3,226,3
100005344,100005344,2,519,2
100005345,100005345,5,386,3
100005346,100005346,5,404,3
100005347,100005347,5,119,3
100005348,100005348,5,392,1
100005349,100005349,4,281,3
100005350,100005350,4,106,4
100005351,100005351,3,523,1
100005352,100005352,5,499,1
100005353,100005353,1,507,3
100005354,100005354,4,521,2
100005355,100005355,5,111,2
100005356,100005356,5,276,2
100005357,100005357,2,393,3
100005358,100005358,4,128,1
100005359,100005359,4,393,2
100005360,100005360,3,221,1
100005361,100005361,5,404,2
100005362,100005362,2,156,2
100005363,100005363,1,135,1
100005364,100005364,1,108,1
100005365,100005365,4,148,4
100005366,100005366,4,332,3
100005367,100005367,2,522,1
100005368,100005368,2,227,3
100005369,100005369,5,388,2
100005370,100005370,5,206,3
100005371,100005371,2,178,3
100005372,100005372,4,214,1
100005373,100005373,5,525,2
100005374,100005374,2,427,2
100005375,100005375,1,364,4
100005376,100005376,4,143,1
100005377,100005377,3,465,1
100005378,100005378,5,183,3
100005379,100005379,2,450,2
100005380,100005380,5,536,4
100005381,100005381,3,212,2
100005382,100005382,1,109,4
100005383,100005383,2,128,4
100005384,100005384,5,187,1
100005385,100005385,2,308,2
100005386,100005386,4,435,1
100005387,100005387,3,325,2
100005388,100005388,4,382,3
100005389,100005389,5,488,2
100005390,100005390,3,293,4
100005391,100005391,2,291,1
100005392,100005392,4,376,4
100005393,100005393,3,232,2
100005394,100005394,3,462,3
100005395,100005395,3,457,2
100005396,100005396,1,169,4
100005397,100005397,5,190,4
100005398,100005398,2,391,2
100005399,100005399,5,157,4
100005400,100005400,4,430,4
100005401,100005401,2,287,4
100005402,100005402,1,263,4
100005403,100005403,4,217,4
100005404,100005404,1,447,4
100005405,100005405,1,313,4
100005406,100005406,5,151,3
100005407,100005407,2,471,4
100005408,100005408,1,344,2
100005409,100005409,3,287,1
100005410,100005410,4,167,4
100005411,100005411,3,153,4
100005412,100005412,2,476,1
100005413,100005413,2,523,1
100005414,100005414,5,235,4
100005415,100005415,2,109,3
100005416,100005416,1,274,4
100005417,100005417,4,431,2
100005418,100005418,1,452,3
100005419,100005419,2,168,1
100005420,100005420,2,330,3
100005421,100005421,5,503,3
100005422,100005422,1,232,3
100005423,100005423,3,271,2
100005424,100005424,4,446,1
100005425,100005425,2,103,1
100005426,100005426,4,493,2
100005427,100005427,5,445,4
100005428,100005428,3,529,4
100005429,100005429,5,406,4
100005430,100005430,4,328,2
100005431,100005431,5,425,4
100005432,100005432,3,121,3
100005433,100005433,3,383,1
100005434,100005434,2,392,3
100005435,100005435,5,282,4
100005436,100005436,5,510,4
100005437,100005437,1,111,4
100005438,100005438,1,111,4
100005439,100005439,5,195,4
100005440,100005440,2,503,1
100005441,100005441,3,268,1
100005442,100005442,4,534,3
100005443,100005443,3,471,1
100005444,100005444,2,296,2
100005445,100005445,1,519,3
100005446,100005446,3,111,1
100005447,100005447,1,359,4
100005448,100005448,3,184,4
100005449,100005449,5,438,3
100005450,100005450,3,178,2
100005451,100005451,4,230,1
100005452,100005452,3,300,1
100005453,100005453,1,480,3
100005454,100005454,5,534,3
100005455,100005455,1,235,4
100005456,100005456,2,283,4
100005457,100005457,5,219,4
100005458,100005458,1,539,2
100005459,100005459,3,473,3
100005460,100005460,2,399,2
100005461,100005461,5,536,4
100005462,100005462,2,131,1
100005463,100005463,3,171,4
100005464,100005464,4,284,2
100005465,100005465,5,433,2
100005466,100005466,3,310,1
100005467,100005467,3,409,2
100005468,100005468,5,535,1
100005469,100005469,2,462,1
100005470,100005470,3,379,3
100005471,100005471,2,134,2
100005472,100005472,5,277,1
100005473,100005473,3,183,4
100005474,100005474,5,204,1
100005475,100005475,1,449,2
100005476,100005476,4,138,2
100005477,100005477,1,502,2
100005478,100005478,3,232,2
100005479,100005479,3,156,4
100005480,100005480,1,381,3
100005481,100005481,4,496,3
100005482,100005482,2,420,3
100005483,100005483,5,157,2
100005484,100005484,3,290,1
100005485,100005485,4,122,1
100005486,100005486,2,207,2
100005487,100005487,3,125,1
100005488,100005488,5,267,3
100005489,100005489,4,241,3
100005490,100005490,1,294,1
100005491,100005491,2,473,1
100005492,100005492,3,460,3
100005493,100005493,2,532,3
100005494,100005494,3,150,3
100005495,100005495,2,464,1
100005496,100005496,2,109,2
100005497,100005497,5,121,1
100005498,100005498,1,235,1
100005499,100005499,5,249,2
100005500,100005500,4,237,3
100005501,100005501,2,204,3
100005502,100005502,3,251,4
100005503,100005503,4,418,1
100005504,100005504,1,332,2
100005505,100005505,1,392,4
100005506,100005506,4,146,1
100005507,100005507,1,292,1
100005508,100005508,2,118,4
100005509,100005509,5,415,4
100005510,100005510,3,360,4
100005511,100005511,1,338,4
100005512,100005512,5,281,3
100005513,100005513,3,175,1
100005514,100005514,1,389,2
100005515,100005515,5,396,3
100005516,100005516,1,373,1
100005517,100005517,1,353,1
100005518,100005518,3,473,3
100005519,100005519,3,409,2
100005520,100005520,1,504,1
100005521,100005521,1,520,1
100005522,100005522,4,259,3
100005523,100005523,4,141,2
100005524,100005524,3,274,4
100005525,100005525,3,466,1
100005526,100005526,3,164,2
100005527,100005527,3,485,4
100005528,100005528,3,158,4
100005529,100005529,5,242,3
100005530,100005530,5,350,1
100005531,100005531,1,262,4
100005532,100005532,1,117,3
100005533,100005533,5,414,3
100005534,100005534,3,275,1
100005535,100005535,5,476,4
100005536,100005536,3,503,4
100005537,100005537,4,180,1
100005538,100005538,4,143,4
100005539,100005539,5,479,3
100005540,100005540,3,476,1
100005541,100005541,1,373,3
100005542,100005542,3,112,4
100005543,100005543,3,276,1
100005544,100005544,5,276,3
100005545,100005545,1,408,2
100005546,100005546,5,147,4
100005547,100005547,5,517,2
100005548,100005548,2,369,1
100005549,100005549,4,213,2
100005550,100005550,1,326,1
100005551,100005551,3,448,3
100005552,100005552,4,453,2
100005553,100005553,1,269,1
100005554,100005554,3,504,4
100005555,100005555,2,458,2
100005556,100005556,4,270,2
100005557,100005557,3,141,2
100005558,100005558,2,496,3
100005559,100005559,1,550,4
100005560,100005560,5,325,4
100005561,100005561,2,471,2
100005562,100005562,2,343,3
100005563,100005563,5,529,4
100005564,100005564,4,445,1
100005565,100005565,3,192,1
100005566,100005566,5,473,2
100005567,100005567,5,105,2
100005568,100005568,5,206,1
100005569,100005569,4,543,2
100005570,100005570,3,493,2
100005571,100005571,5,475,1
100005572,100005572,5,475,4
100005573,100005573,3,549,3
100005574,100005574,3,316,4
100005575,100005575,1,176,1
100005576,100005576,4,326,4
100005577,100005577,2,538,2
100005578,100005578,4,172,1
100005579,100005579,3,113,3
100005580,100005580,2,194,3
100005581,100005581,5,138,4
100005582,100005582,2,265,4
100005583,100005583,5,113,1
100005584,100005584,5,347,4
100005585,100005585,5,154,1
100005586,100005586,3,280,4
100005587,100005587,4,125,1
100005588,100005588,3,189,3
100005589,100005589,4,409,1
100005590,100005590,5,195,1
100005591,100005591,1,244,1
100005592,100005592,5,300,1
100005593,100005593,2,331,2
100005594,100005594,5,352,4
100005595,100005595,1,199,2
100005596,100005596,2,233,3
100005597,100005597,5,355,4
100005598,100005598,4,292,4
100005599,100005599,2,180,2
100005600,100005600,1,212,1
100005601,100005601,4,452,3
100005602,100005602,2,255,1
100005603,100005603,1,486,1
100005604,100005604,1,376,4
100005605,100005605,3,430,4
100005606,100005606,5,547,4
100005607,100005607,3,357,4
100005608,100005608,3,341,2
100005609,100005609,2,128,1
100005610,100005610,1,487,2
100005611,100005611,3,467,2
100005612,100005612,2,247,1
100005613,100005613,4,433,3
100005614,100005614,5,456,3
100005615,100005615,5,187,2
100005616,100005616,5,303,4
100005617,100005617,5,211,2
100005618,100005618,3,492,4
100005619,100005619,4,460,4
100005620,100005620,2,548,4
100005621,100005621,2,241,2
100005622,100005622,5,426,2
100005623,100005623,1,349,4
100005624,100005624,3,266,3
100005625,100005625,5,457,2
100005626,100005626,3,240,2
100005627,100005627,2,517,4
100005628,100005628,3,230,3
100005629,100005629,3,455,2
100005630,100005630,2,536,4
100005631,100005631,4,387,1
100005632,100005632,4,517,3
100005633,100005633,5,208,1
100005634,100005634,4,398,1
100005635,100005635,4,248,2
100005636,100005636,5,492,1
100005637,100005637,3,135,2
100005638,100005638,1,420,3
100005639,100005639,1,475,1
100005640,100005640,1,431,3
100005641,100005641,5,313,4
100005642,100005642,3,366,1
100005643,100005643,4,303,3
100005644,100005644,3,435,1
100005645,100005645,4,104,1
100005646,100005646,3,507,1
100005647,100005647,2,302,4
100005648,100005648,2,368,1
100005649,100005649,4,202,4
100005650,100005650,4,257,2
100005651,100005651,4,211,4
100005652,100005652,2,145,3
100005653,100005653,4,233,3
100005654,100005654,5,453,4
100005655,100005655,3,426,2
100005656,100005656,5,286,4
100005657,100005657,4,155,2
100005658,100005658,4,224,4
100005659,100005659,1,257,2
100005660,100005660,5,447,4
100005661,100005661,1,536,4
100005662,100005662,3,348,4
100005663,100005663,5,230,4
100005664,100005664,3,183,3
100005665,100005665,1,182,2
100005666,100005666,3,245,4
100005667,100005667,4,207,2
100005668,100005668,5,232,4
100005669,100005669,5,135,1
100005670,100005670,4,492,1
100005671,100005671,5,327,4
100005672,100005672,5,202,1
100005673,100005673,3,169,2
100005674,100005674,4,422,1
100005675,100005675,5,298,1
100005676,100005676,3,297,1
100005677,100005677,5,487,1
100005678,100005678,2,292,3
100005679,100005679,3,231,4
100005680,100005680,2,166,1
100005681,100005681,4,167,4
100005682,100005682,1,494,1
100005683,100005683,3,276,3
100005684,100005684,4,532,4
100005685,100005685,1,125,1
100005686,100005686,3,273,1
100005687,100005687,5,233,3
100005688,100005688,4,460,3
100005689,100005689,3,379,3
100005690,100005690,2,454,2
100005691,100005691,4,352,1
100005692,100005692,3,538,4
100005693,100005693,2,197,4
100005694,100005694,4,195,4
100005695,100005695,5,464,2
100005696,100005696,5,238,2
100005697,100005697,3,386,1
100005698,100005698,2,189,1
100005699,100005699,1,419,2
100005700,100005700,1,446,1
100005701,100005701,4,238,3
100005702,100005702,3,319,4
100005703,100005703,3,276,4
100005704,100005704,3,516,4
100005705,100005705,5,294,1
100005706,100005706,3,275,4
100005707,100005707,4,167,2
100005708,100005708,2,548,2
100005709,100005709,2,365,4
100005710,100005710,4,155,3
100005711,100005711,2,491,1
100005712,100005712,4,423,1
100005713,100005713,3,337,1
100005714,100005714,5,120,1
100005715,100005715,2,150,1
100005716,100005716,4,418,2
100005717,100005717,1,433,2
100005718,100005718,3,485,4
100005719,100005719,4,340,4
100005720,100005720,4,232,3
100005721,100005721,1,459,2
100005722,100005722,2,238,3
100005723,100005723,1,421,4
100005724,100005724,2,283,2
100005725,100005725,4,208,3
100005726,100005726,5,528,2
100005727,100005727,2,465,1
100005728,100005728,4,116,3
100005729,100005729,2,365,3
100005730,100005730,4,225,1
100005731,100005731,1,191,2
100005732,100005732,3,325,1
100005733,100005733,2,287,3
100005734,100005734,5,248,2
100005735,100005735,2,329,3
100005736,100005736,5,489,3
100005737,100005737,5,492,4
100005738,100005738,3,514,3
100005739,100005739,5,339,2
100005740,100005740,5,512,3
100005741,100005741,1,356,1
100005742,100005742,3,369,4
100005743,100005743,3,177,3
100005744,100005744,3,114,1
100005745,100005745,1,412,1
100005746,100005746,5,147,2
100005747,100005747,3,400,1
100005748,100005748,2,293,2
100005749,100005749,5,334,1
100005750,100005750,1,181,2
100005751,100005751,3,136,1
100005752,100005752,3,400,4
100005753,100005753,2,272,1
100005754,100005754,2,168,4
100005755,100005755,3,537,1
100005756,100005756,4,397,3
100005757,100005757,4,452,4
100005758,100005758,4,156,1
100005759,100005759,1,375,3
100005760,100005760,1,201,3
100005761,100005761,3,298,4
100005762,100005762,5,358,2
100005763,100005763,1,487,4
100005764,100005764,3,523,3
100005765,100005765,1,413,3
100005766,100005766,4,531,4
100005767,100005767,1,120,2
100005768,100005768,1,485,1
100005769,100005769,1,314,2
100005770,100005770,1,209,1
100005771,100005771,4,164,3
100005772,100005772,5,518,1
100005773,100005773,5,432,1
100005774,100005774,4,538,1
100005775,100005775,1,234,2
100005776,100005776,5,517,4
100005777,100005777,3,306,1
100005778,100005778,1,287,3
100005779,100005779,4,468,1
100005780,100005780,1,200,4
100005781,100005781,3,405,4
100005782,100005782,1,429,2
100005783,100005783,4,194,4
100005784,100005784,2,427,2
100005785,100005785,2,176,4
100005786,100005786,1,506,4
100005787,100005787,1,464,2
100005788,100005788,1,345,4
100005789,100005789,4,167,3
100005790,100005790,3,335,3
100005791,100005791,3,519,4
100005792,100005792,1,302,4
100005793,100005793,1,279,4
100005794,100005794,5,222,1
100005795,100005795,3,196,4
100005796,100005796,2,163,3
