ReservationID,PaymentTypeID,PaymentDate,PaymentAmount
100005184,1,12/14/2023,548
100005185,2,2/26/2023,271
100005186,1,10/31/2023,508
100005187,1,6/11/2023,1300
100005188,2,3/22/2023,453
100005189,5,9/21/2023,510
100005190,1,1/28/2023,546
100005191,4,7/23/2023,539
100005192,1,10/12/2023,1032
100005193,5,10/18/2023,952
100005194,3,11/30/2023,279
100005195,1,2/16/2023,430
100005196,1,6/5/2023,478
100005197,2,2/1/2023,264
100005198,5,7/10/2023,1017
100005199,1,12/31/2023,387
100005200,4,1/11/2023,400
100005201,5,7/19/2023,1064
100005202,1,2/4/2023,1360
100005203,2,7/17/2023,1952
100005204,1,2/16/2023,270
100005205,2,5/4/2023,1188
100005206,1,4/13/2023,1047
100005207,1,3/16/2023,984
100005208,5,8/5/2023,1191
100005209,1,7/26/2023,458
100005210,3,7/1/2023,229
100005211,3,3/28/2023,699
100005212,4,6/28/2023,818
100005213,1,12/12/2023,1227
100005214,5,6/30/2023,802
100005215,4,9/4/2023,546
100005216,1,7/6/2023,772
100005217,5,7/4/2023,1641
100005218,1,5/6/2023,564
100005219,5,8/24/2023,344
100005220,3,1/12/2023,291
100005221,1,12/2/2023,1368
100005222,3,4/2/2023,246
100005223,3,3/11/2023,267
100005224,2,8/18/2023,516
100005225,1,4/5/2023,107
100005226,5,1/6/2023,309
100005227,5,6/18/2023,1800
100005228,3,11/28/2023,151
100005229,2,2/2/2023,1952
100005230,1,7/31/2023,480
100005231,1,3/2/2023,360
100005232,4,7/25/2023,888
100005233,4,11/9/2023,588
100005234,3,4/3/2023,834
100005235,4,9/20/2023,450
100005236,5,6/6/2023,204
100005237,5,9/27/2023,1904
100005238,2,9/19/2023,430
100005239,5,10/2/2023,1752
100005240,3,6/1/2023,748
100005241,3,5/1/2023,248
100005242,1,3/18/2023,367
100005243,3,12/6/2023,522
100005244,4,3/19/2023,252
100005245,3,1/23/2023,1038
100005246,5,4/3/2023,1080
100005247,4,12/29/2023,483
100005248,1,4/20/2023,252
100005249,3,6/14/2023,1560
100005250,3,2/27/2023,258
100005251,4,12/8/2023,852
100005252,3,4/1/2023,375
100005253,4,4/24/2023,1070
100005254,4,10/4/2023,712
100005255,3,10/15/2023,1356
100005256,1,2/22/2023,639
100005257,5,7/23/2023,1432
100005258,2,11/3/2023,1281
100005259,2,4/12/2023,1556
100005260,2,12/8/2023,205
100005261,3,1/2/2024,526
100005262,1,5/20/2023,1608
100005263,5,5/10/2023,1992
100005264,5,3/26/2023,1209
100005265,1,5/5/2023,2032
100005266,3,2/8/2023,262
100005267,3,2/5/2023,349
100005268,1,2/21/2023,609
100005269,1,6/15/2023,904
100005270,1,5/8/2023,1040
100005271,2,4/16/2023,215
100005272,2,6/6/2023,435
100005273,5,4/17/2023,265
100005274,4,7/7/2023,273
100005275,1,5/7/2023,1172
100005276,3,11/23/2023,816
100005277,3,4/22/2023,1420
100005278,1,6/24/2023,750
100005279,3,2/18/2023,735
100005280,2,11/22/2023,269
100005281,1,4/23/2023,119
100005282,1,3/12/2023,356
100005283,2,11/9/2023,657
100005284,3,4/21/2023,408
100005285,1,12/2/2023,430
100005286,3,1/3/2024,1972
100005287,3,7/31/2023,1356
100005288,5,11/5/2023,2040
100005289,4,3/12/2023,270
100005290,3,12/15/2023,936
100005291,3,3/26/2023,628
100005292,3,1/21/2023,1164
100005293,2,2/28/2023,515
100005294,4,3/15/2023,1152
100005295,1,11/21/2023,424
100005296,2,9/16/2023,288
100005297,3,6/15/2023,1436
100005298,5,12/12/2023,234
100005299,4,11/5/2023,461
100005300,5,9/9/2023,496
100005301,1,3/15/2023,588
100005302,1,12/28/2023,1050
100005303,4,6/23/2023,600
100005304,5,5/29/2023,1284
100005305,2,10/1/2023,320
100005306,2,8/27/2023,840
100005307,5,7/14/2023,1188
100005308,2,7/21/2023,1578
100005309,1,12/3/2023,618
100005310,2,9/27/2023,974
100005311,3,4/11/2023,456
100005312,2,12/7/2023,2044
100005313,4,10/17/2023,1191
100005314,3,2/20/2023,250
100005315,3,8/13/2023,374
100005316,4,3/26/2023,1030
100005317,2,5/7/2023,1026
100005318,5,9/8/2023,525
100005319,1,10/13/2023,564
100005320,1,3/22/2023,717
100005321,5,10/21/2023,120
100005322,4,10/15/2023,816
100005323,4,12/1/2023,300
100005324,4,2/6/2023,428
100005325,4,3/18/2023,652
100005326,5,5/7/2023,852
100005327,1,7/31/2023,888
100005328,4,4/23/2023,1125
100005329,2,8/3/2023,756
100005330,5,12/1/2023,333
100005331,2,10/30/2023,2060
100005332,5,11/8/2023,448
100005333,3,9/26/2023,576
100005334,4,1/14/2023,1335
100005335,5,2/14/2023,1179
100005336,1,8/5/2023,952
100005337,2,11/6/2023,543
100005338,4,12/22/2023,430
100005339,3,4/7/2023,650
100005340,2,11/11/2023,284
100005341,4,12/12/2023,1263
100005342,4,2/9/2023,1629
100005343,1,4/5/2023,678
100005344,1,7/8/2023,1038
100005345,4,10/18/2023,1158
100005346,3,3/28/2023,1212
100005347,1,8/26/2023,357
100005348,3,7/23/2023,392
100005349,3,12/11/2023,843
100005350,3,6/27/2023,424
100005351,4,7/13/2023,523
100005352,5,1/14/2023,499
100005353,5,6/12/2023,1521
100005354,4,12/24/2023,1042
100005355,2,10/17/2023,222
100005356,5,2/7/2023,552
100005357,1,1/24/2023,1179
100005358,2,1/13/2023,128
100005359,4,3/17/2023,786
100005360,1,2/26/2023,221
100005361,3,5/7/2023,808
100005362,1,2/5/2023,312
100005363,3,3/2/2023,135
100005364,5,11/5/2023,108
100005365,5,11/20/2023,592
100005366,3,3/9/2023,996
100005367,1,12/18/2023,522
100005368,2,1/7/2023,681
100005369,5,8/14/2023,776
100005370,3,8/24/2023,618
100005371,3,2/16/2023,534
100005372,4,11/2/2023,214
100005373,2,11/18/2023,1050
100005374,3,12/19/2023,854
100005375,3,2/4/2023,1456
100005376,5,1/4/2024,143
100005377,3,12/14/2023,465
100005378,2,5/28/2023,549
100005379,3,10/17/2023,900
100005380,5,1/2/2024,2144
100005381,4,12/17/2023,424
100005382,2,8/20/2023,436
100005383,4,4/26/2023,512
100005384,1,7/7/2023,187
100005385,1,5/29/2023,616
100005386,5,7/20/2023,435
100005387,4,11/28/2023,650
100005388,3,5/19/2023,1146
100005389,4,3/18/2023,976
100005390,1,1/17/2023,1172
100005391,2,8/27/2023,291
100005392,3,2/16/2023,1504
100005393,1,3/12/2023,464
100005394,1,6/28/2023,1386
100005395,2,9/5/2023,914
100005396,4,8/27/2023,676
100005397,1,1/12/2023,760
100005398,5,3/29/2023,782
100005399,5,12/9/2023,628
100005400,4,4/26/2023,1720
100005401,3,1/10/2023,1148
100005402,4,6/20/2023,1052
100005403,5,1/7/2023,868
100005404,2,8/12/2023,1788
100005405,5,3/2/2023,1252
100005406,5,9/16/2023,453
100005407,4,6/4/2023,1884
100005408,5,10/1/2023,688
100005409,5,9/4/2023,287
100005410,1,7/1/2023,668
100005411,2,12/15/2023,612
100005412,4,10/27/2023,476
100005413,5,8/13/2023,523
100005414,1,3/28/2023,940
100005415,5,11/10/2023,327
100005416,1,11/2/2023,1096
100005417,1,1/7/2023,862
100005418,2,7/30/2023,1356
100005419,4,10/16/2023,168
100005420,1,11/26/2023,990
100005421,2,9/21/2023,1509
100005422,4,5/28/2023,696
100005423,2,8/3/2023,542
100005424,3,8/6/2023,446
100005425,2,6/29/2023,103
100005426,1,9/15/2023,986
100005427,4,5/24/2023,1780
100005428,1,12/10/2023,2116
100005429,1,4/24/2023,1624
100005430,3,4/27/2023,656
100005431,4,11/3/2023,1700
100005432,4,6/16/2023,363
100005433,2,10/24/2023,383
100005434,2,3/24/2023,1176
100005435,4,10/20/2023,1128
100005436,4,1/15/2023,2040
100005437,5,12/17/2023,444
100005438,1,3/28/2023,444
100005439,5,3/24/2023,780
100005440,3,5/17/2023,503
100005441,2,4/24/2023,268
100005442,5,12/1/2023,1602
100005443,3,2/11/2023,471
100005444,1,9/22/2023,592
100005445,2,12/7/2023,1557
100005446,2,1/3/2023,111
100005447,3,8/25/2023,1436
100005448,3,1/23/2023,736
100005449,5,6/24/2023,1314
100005450,1,12/1/2023,356
100005451,1,6/5/2023,230
100005452,3,5/30/2023,300
100005453,2,9/22/2023,1440
100005454,2,5/22/2023,1602
100005455,5,7/23/2023,940
100005456,5,2/22/2023,1132
100005457,3,12/1/2023,876
100005458,3,10/7/2023,1078
100005459,3,7/8/2023,1419
100005460,3,10/21/2023,798
100005461,3,2/16/2023,2144
100005462,3,9/13/2023,131
100005463,4,3/30/2023,684
100005464,2,12/31/2023,568
100005465,3,10/5/2023,866
100005466,4,7/23/2023,310
100005467,4,5/11/2023,818
100005468,5,6/4/2023,535
100005469,2,2/22/2023,462
100005470,2,4/22/2023,1137
100005471,5,9/4/2023,268
100005472,1,4/24/2023,277
100005473,2,12/27/2023,732
100005474,1,9/19/2023,204
100005475,2,10/27/2023,898
100005476,1,5/6/2023,276
100005477,5,4/22/2023,1004
100005478,4,10/30/2023,464
100005479,3,7/6/2023,624
100005480,5,1/2/2024,1143
100005481,4,7/15/2023,1488
100005482,5,10/20/2023,1260
100005483,1,8/7/2023,314
100005484,3,8/2/2023,290
100005485,5,9/20/2023,122
100005486,4,2/11/2023,414
100005487,4,11/22/2023,125
100005488,3,5/21/2023,801
100005489,2,5/8/2023,723
100005490,4,4/11/2023,294
100005491,1,8/18/2023,473
100005492,3,6/14/2023,1380
100005493,3,5/22/2023,1596
100005494,1,6/24/2023,450
100005495,5,3/6/2023,464
100005496,2,5/3/2023,218
100005497,5,4/2/2023,121
100005498,2,6/27/2023,235
100005499,2,11/28/2023,498
100005500,1,10/21/2023,711
100005501,3,2/1/2023,612
100005502,4,7/25/2023,1004
100005503,4,7/13/2023,418
100005504,2,8/28/2023,664
100005505,2,7/16/2023,1568
100005506,2,1/2/2023,146
100005507,1,10/23/2023,292
100005508,5,4/21/2023,472
100005509,5,6/16/2023,1660
100005510,2,11/15/2023,1440
100005511,3,4/28/2023,1352
100005512,2,12/28/2023,843
100005513,5,6/29/2023,175
100005514,5,3/30/2023,778
100005515,5,3/16/2023,1188
100005516,2,6/29/2023,373
100005517,5,4/23/2023,353
100005518,4,4/14/2023,1419
100005519,4,6/9/2023,818
100005520,1,5/13/2023,504
100005521,4,9/10/2023,520
100005522,4,8/19/2023,777
100005523,3,10/10/2023,282
100005524,1,1/11/2023,1096
100005525,3,9/16/2023,466
100005526,4,12/10/2023,328
100005527,2,2/10/2023,1940
100005528,1,11/8/2023,632
100005529,5,12/9/2023,726
100005530,1,7/30/2023,350
100005531,1,8/18/2023,1048
100005532,4,7/24/2023,351
100005533,3,9/26/2023,1242
100005534,2,9/10/2023,275
100005535,5,3/11/2023,1904
100005536,4,10/14/2023,2012
100005537,2,3/16/2023,180
100005538,3,4/10/2023,572
100005539,2,1/4/2023,1437
100005540,1,12/12/2023,476
100005541,2,9/20/2023,1119
100005542,5,5/16/2023,448
100005543,4,7/25/2023,276
100005544,2,1/12/2023,828
100005545,5,9/8/2023,816
100005546,4,3/27/2023,588
100005547,2,9/27/2023,1034
100005548,5,8/15/2023,369
100005549,4,2/8/2023,426
100005550,1,5/23/2023,326
100005551,4,1/19/2023,1344
100005552,3,5/23/2023,906
100005553,2,10/13/2023,269
100005554,5,8/7/2023,2016
100005555,3,9/13/2023,916
100005556,2,9/23/2023,540
100005557,4,5/12/2023,282
100005558,4,10/10/2023,1488
100005559,4,5/17/2023,2200
100005560,3,5/26/2023,1300
100005561,3,10/12/2023,942
100005562,3,5/17/2023,1029
100005563,3,4/10/2023,2116
100005564,3,11/11/2023,445
100005565,4,1/8/2023,192
100005566,1,8/15/2023,946
100005567,2,8/6/2023,210
100005568,4,1/18/2023,206
100005569,4,9/4/2023,1086
100005570,3,4/28/2023,986
100005571,1,6/29/2023,475
100005572,4,10/27/2023,1900
100005573,4,5/5/2023,1647
100005574,3,10/31/2023,1264
100005575,2,10/28/2023,176
100005576,5,9/28/2023,1304
100005577,2,12/25/2023,1076
100005578,5,11/10/2023,172
100005579,4,11/2/2023,339
100005580,1,1/9/2023,582
100005581,4,3/28/2023,552
100005582,1,4/10/2023,1060
100005583,2,9/24/2023,113
100005584,5,9/25/2023,1388
100005585,3,6/12/2023,154
100005586,5,7/17/2023,1120
100005587,1,10/5/2023,125
100005588,1,12/8/2023,567
100005589,3,6/9/2023,409
100005590,1,7/30/2023,195
100005591,1,1/25/2023,244
100005592,4,7/26/2023,300
100005593,3,8/18/2023,662
100005594,3,2/27/2023,1408
100005595,1,6/26/2023,398
100005596,5,5/14/2023,699
100005597,5,3/6/2023,1420
100005598,5,9/23/2023,1168
100005599,5,10/21/2023,360
100005600,3,4/17/2023,212
100005601,1,8/6/2023,1356
100005602,3,4/21/2023,255
100005603,1,2/3/2023,486
100005604,2,4/30/2023,1504
100005605,5,4/30/2023,1720
100005606,3,3/24/2023,2188
100005607,1,11/3/2023,1428
100005608,4,3/22/2023,682
100005609,4,5/9/2023,128
100005610,1,11/20/2023,974
100005611,4,12/17/2023,934
100005612,5,10/1/2023,247
100005613,3,11/12/2023,1299
100005614,5,7/26/2023,1368
100005615,4,1/19/2023,374
100005616,2,11/6/2023,1212
100005617,4,5/16/2023,422
100005618,4,1/9/2023,1968
100005619,2,6/23/2023,1840
100005620,1,11/5/2023,2192
100005621,4,3/1/2023,482
100005622,5,6/12/2023,852
100005623,2,12/27/2023,1396
100005624,2,1/12/2023,798
100005625,2,11/28/2023,914
100005626,3,7/4/2023,480
100005627,2,1/23/2023,2068
100005628,1,6/12/2023,690
100005629,3,1/5/2023,910
100005630,4,9/12/2023,2144
100005631,5,3/20/2023,387
100005632,5,2/2/2023,1551
100005633,5,1/17/2023,208
100005634,4,2/2/2023,398
100005635,1,4/22/2023,496
100005636,4,1/11/2023,492
100005637,4,9/9/2023,270
100005638,1,10/18/2023,1260
100005639,1,1/10/2023,475
100005640,4,12/15/2023,1293
100005641,2,3/2/2023,1252
100005642,3,9/4/2023,366
100005643,2,11/14/2023,909
100005644,3,4/16/2023,435
100005645,3,9/11/2023,104
100005646,5,9/12/2023,507
100005647,2,9/10/2023,1208
100005648,4,7/17/2023,368
100005649,4,4/26/2023,808
100005650,2,4/14/2023,514
100005651,3,1/7/2023,844
100005652,1,8/5/2023,435
100005653,3,6/18/2023,699
100005654,4,5/7/2023,1812
100005655,1,11/12/2023,852
100005656,5,2/18/2023,1144
100005657,5,1/15/2023,310
100005658,3,4/8/2023,896
100005659,2,7/23/2023,514
100005660,3,5/17/2023,1788
100005661,1,7/12/2023,2144
100005662,5,4/17/2023,1392
100005663,1,9/16/2023,920
100005664,4,4/19/2023,549
100005665,5,10/25/2023,364
100005666,3,9/13/2023,980
100005667,5,2/19/2023,414
100005668,1,7/8/2023,928
100005669,1,1/18/2023,135
100005670,5,10/16/2023,492
100005671,1,8/1/2023,1308
100005672,5,9/25/2023,202
100005673,3,9/12/2023,338
100005674,5,2/17/2023,422
100005675,2,3/2/2023,298
100005676,5,5/21/2023,297
100005677,1,11/11/2023,487
100005678,2,1/6/2023,876
100005679,4,6/17/2023,924
100005680,3,7/16/2023,166
100005681,4,6/24/2023,668
100005682,4,12/26/2023,494
100005683,2,2/10/2023,828
100005684,2,1/8/2023,2128
100005685,3,10/13/2023,125
100005686,1,12/5/2023,273
100005687,4,6/17/2023,699
100005688,3,6/10/2023,1380
100005689,3,12/3/2023,1137
100005690,5,2/15/2023,908
100005691,2,7/7/2023,352
100005692,1,3/25/2023,2152
100005693,4,6/9/2023,788
100005694,4,5/20/2023,780
100005695,1,9/12/2023,928
100005696,4,7/10/2023,476
100005697,5,4/28/2023,386
100005698,1,6/8/2023,189
100005699,2,2/27/2023,838
100005700,4,12/22/2023,446
100005701,1,6/12/2023,714
100005702,2,4/6/2023,1276
100005703,4,3/21/2023,1104
100005704,1,4/18/2023,2064
100005705,3,12/24/2023,294
100005706,5,9/26/2023,1100
100005707,3,10/27/2023,334
100005708,4,12/28/2023,1096
100005709,1,5/5/2023,1460
100005710,1,11/19/2023,465
100005711,5,7/29/2023,491
100005712,2,7/9/2023,423
100005713,5,12/28/2023,337
100005714,1,7/19/2023,120
100005715,1,3/26/2023,150
100005716,1,1/26/2023,836
100005717,1,9/30/2023,866
100005718,4,2/7/2023,1940
100005719,3,11/13/2023,1360
100005720,4,2/14/2023,696
100005721,3,4/20/2023,918
100005722,3,10/22/2023,714
100005723,1,4/19/2023,1684
100005724,2,6/19/2023,566
100005725,1,2/25/2023,624
100005726,5,9/11/2023,1056
100005727,2,5/22/2023,465
100005728,1,2/5/2023,348
100005729,4,7/14/2023,1095
100005730,2,10/4/2023,225
100005731,3,4/22/2023,382
100005732,1,10/27/2023,325
100005733,5,4/20/2023,861
100005734,3,8/21/2023,496
100005735,1,7/20/2023,987
100005736,4,1/10/2023,1467
100005737,4,9/25/2023,1968
100005738,4,10/14/2023,1542
100005739,5,8/18/2023,678
100005740,5,10/9/2023,1536
100005741,1,3/15/2023,356
100005742,2,10/3/2023,1476
100005743,5,8/25/2023,531
100005744,4,7/4/2023,114
100005745,4,1/5/2023,412
100005746,1,11/17/2023,294
100005747,5,6/27/2023,400
100005748,5,3/15/2023,586
100005749,4,5/15/2023,334
100005750,4,8/13/2023,362
100005751,5,7/25/2023,136
100005752,1,8/24/2023,1600
100005753,5,11/9/2023,272
100005754,1,4/16/2023,672
100005755,5,3/20/2023,537
100005756,3,1/17/2023,1191
100005757,5,5/13/2023,1808
100005758,3,8/20/2023,156
100005759,5,6/8/2023,1125
100005760,1,1/29/2023,603
100005761,1,6/7/2023,1192
100005762,2,6/11/2023,716
100005763,3,9/9/2023,1948
100005764,4,1/17/2023,1569
100005765,1,2/12/2023,1239
100005766,1,11/16/2023,2124
100005767,4,1/27/2023,240
100005768,3,5/22/2023,485
100005769,3,2/1/2023,628
100005770,1,8/21/2023,209
100005771,1,6/16/2023,492
100005772,3,2/19/2023,518
100005773,4,9/30/2023,432
100005774,3,5/25/2023,538
100005775,1,9/7/2023,468
100005776,1,7/23/2023,2068
100005777,4,8/30/2023,306
100005778,5,7/26/2023,861
100005779,3,5/27/2023,468
100005780,5,3/9/2023,800
100005781,1,8/21/2023,1620
100005782,4,11/27/2023,858
100005783,1,4/9/2023,776
100005784,3,10/7/2023,854
100005785,3,4/7/2023,704
100005786,5,7/18/2023,2024
100005787,5,12/29/2023,928
100005788,2,9/28/2023,1380
100005789,3,5/21/2023,501
100005790,1,12/9/2023,1005
100005791,5,1/22/2023,2076
100005792,3,5/2/2023,1208
100005793,1,10/24/2023,1116
100005794,2,10/29/2023,222
100005795,4,3/12/2023,784
100005796,2,7/6/2023,489
100005797,3,11/7/2023,1122
100005798,3,10/16/2023,457
100005799,2,5/4/2023,1473
100005800,2,9/2/2023,1508
100005801,3,5/26/2023,1308
100005802,2,1/22/2023,1560
100005803,4,11/22/2023,884
100005804,1,12/8/2023,844
100005805,5,8/13/2023,502
100005806,2,3/20/2023,345
100005807,1,11/16/2023,764
100005808,1,11/7/2023,107
100005809,4,10/5/2023,946
100005810,3,10/31/2023,804
100005811,5,2/28/2023,1299
100005812,3,1/22/2023,600
100005813,2,7/21/2023,1557
100005814,5,11/12/2023,732
100005815,5,8/21/2023,810
100005816,5,12/2/2023,1407
100005817,3,4/7/2023,372
100005818,4,3/8/2023,1218
100005819,1,2/11/2023,352
100005820,5,1/13/2023,2020
100005821,4,12/24/2023,924
100005822,4,5/20/2023,1540
100005823,1,2/19/2023,555
100005824,4,1/11/2023,440
100005825,1,2/14/2023,1784
100005826,4,10/27/2023,232
100005827,3,2/12/2023,1796
100005828,4,1/18/2023,220
100005829,3,4/20/2023,465
100005830,1,2/23/2023,477
100005831,2,12/13/2023,1528
100005832,4,5/22/2023,1400
100005833,1,9/19/2023,996
100005834,5,8/29/2023,652
100005835,1,12/18/2023,412
100005836,2,4/15/2023,518
100005837,2,2/10/2023,885
100005838,3,5/4/2023,522
100005839,4,12/10/2023,2040
100005840,5,6/24/2023,206
100005841,2,2/22/2023,987
100005842,4,11/5/2023,1100
100005843,2,7/17/2023,420
100005844,4,1/14/2023,1581
100005845,2,7/22/2023,1278
100005846,4,1/21/2023,700
100005847,5,5/3/2023,1647
100005848,3,10/29/2023,1066
100005849,3,5/8/2023,2188
100005850,2,3/31/2023,1700
100005851,5,9/19/2023,1641
100005852,3,8/3/2023,149
100005853,5,8/27/2023,612
100005854,3,7/15/2023,536
100005855,2,12/27/2023,998
100005856,3,10/20/2023,1494
100005857,4,1/16/2023,756
100005858,3,5/18/2023,608
100005859,3,1/17/2023,310
100005860,2,7/24/2023,998
100005861,3,2/9/2023,1344
100005862,5,1/14/2023,750
100005863,2,7/1/2023,1036
100005864,2,9/3/2023,886
100005865,5,11/5/2023,257
100005866,1,6/25/2023,552
100005867,5,9/4/2023,480
100005868,5,10/29/2023,936
100005869,1,2/15/2023,538
100005870,4,12/17/2023,1131
100005871,3,12/12/2023,133
100005872,3,12/2/2023,306
100005873,2,12/1/2023,678
100005874,5,8/14/2023,756
100005875,5,3/19/2023,1776
100005876,2,6/4/2023,998
100005877,5,5/31/2023,331
100005878,4,2/17/2023,489
100005879,4,4/7/2023,1540
100005880,1,5/22/2023,354
100005881,5,8/27/2023,600
100005882,2,9/10/2023,688
100005883,5,12/12/2023,1629
100005884,3,11/22/2023,531
100005885,4,12/19/2023,1632
100005886,2,2/12/2023,495
100005887,1,12/13/2023,1820
100005888,4,7/7/2023,212
100005889,1,3/4/2023,724
100005890,2,12/13/2023,458
100005891,5,11/16/2023,508
100005892,3,9/14/2023,1048
100005893,5,12/16/2023,390
100005894,1,12/18/2023,269
100005895,5,8/14/2023,447
100005896,3,10/14/2023,723
100005897,3,1/10/2023,249
100005898,4,11/16/2023,160
100005899,5,3/24/2023,740
100005900,4,1/13/2023,1876
100005901,4,2/25/2023,752
100005902,5,10/23/2023,1736
100005903,1,1/13/2023,974
100005904,3,11/29/2023,540
100005905,2,9/27/2023,488
100005906,2,11/15/2023,790
100005907,2,3/2/2023,1028
100005908,4,2/17/2023,628
100005909,2,10/13/2023,1604
100005910,5,7/13/2023,249
100005911,5,2/2/2023,204
100005912,4,9/11/2023,106
100005913,3,3/12/2023,1128
100005914,2,7/16/2023,286
100005915,3,7/13/2023,154
100005916,4,10/12/2023,998
100005917,1,11/7/2023,1044
100005918,5,10/12/2023,616
100005919,3,11/8/2023,490
100005920,5,4/5/2023,316
100005921,3,4/10/2023,1136
100005922,1,6/8/2023,1132
100005923,3,7/25/2023,1077
100005924,5,7/8/2023,249
100005925,2,6/3/2023,355
100005926,4,8/30/2023,1431
100005927,4,2/8/2023,622
100005928,1,10/6/2023,344
100005929,4,8/29/2023,239
100005930,1,12/8/2023,308
100005931,3,10/18/2023,435
100005932,2,11/23/2023,482
100005933,1,4/21/2023,1156
100005934,3,11/16/2023,288
100005935,5,4/14/2023,1148
100005936,5,1/31/2023,480
100005937,2,3/9/2023,1740
100005938,3,5/1/2023,354
100005939,1,5/29/2023,1204
100005940,3,12/19/2023,270
100005941,1,11/5/2023,302
100005942,4,10/28/2023,944
100005943,2,8/2/2023,1120
100005944,4,1/17/2023,216
100005945,3,6/4/2023,837
100005946,3,4/20/2023,447
100005947,2,4/7/2023,632
100005948,5,5/10/2023,546
100005949,2,12/5/2023,807
100005950,5,1/2/2024,507
100005951,1,4/3/2023,892
100005952,1,2/6/2023,1083
100005953,4,1/10/2023,1236
100005954,2,10/16/2023,1448
100005955,1,11/28/2023,630
100005956,3,3/16/2023,456
100005957,4,5/3/2023,1284
100005958,3,4/2/2023,852
100005959,4,4/18/2023,175
100005960,3,7/19/2023,926
100005961,1,9/12/2023,1316
100005962,4,11/12/2023,606
100005963,3,1/26/2023,816
100005964,1,12/7/2023,848
100005965,1,11/22/2023,442
100005966,1,10/24/2023,479
100005967,1,10/4/2023,507
100005968,4,12/6/2023,1158
100005969,5,10/25/2023,522
100005970,3,3/15/2023,185
100005971,3,12/10/2023,1048
100005972,4,12/13/2023,1896
100005973,2,7/25/2023,2060
100005974,1,7/9/2023,541
100005975,4,3/14/2023,1092
100005976,2,7/17/2023,206
100005977,5,1/24/2023,1443
100005978,3,2/11/2023,477
100005979,3,5/24/2023,393
100005980,1,2/16/2023,837
100005981,3,2/19/2023,1896
100005982,1,2/3/2023,389
100005983,4,1/17/2023,187
100005984,1,9/21/2023,459
100005985,5,7/9/2023,1360
100005986,1,9/27/2023,670
100005987,3,8/20/2023,125
100005988,4,3/11/2023,856
100005989,4,9/29/2023,1014
100005990,3,11/25/2023,578
100005991,3,10/6/2023,1236
100005992,4,8/11/2023,267
100005993,1,2/8/2023,1060
100005994,5,10/31/2023,289
100005995,3,7/19/2023,1014
100005996,1,1/11/2023,777
100005997,1,1/12/2023,127
100005998,4,1/2/2024,1516
100005999,2,4/16/2023,268
100006000,4,3/22/2023,480
100006001,1,11/26/2023,830
100006002,5,12/4/2023,914
100006003,4,10/11/2023,477
100006004,5,1/11/2023,426
100006005,4,4/6/2023,228
100006006,2,9/15/2023,852
100006007,4,11/28/2023,308
100006008,4,3/29/2023,900
100006009,3,8/31/2023,1500
100006010,4,8/12/2023,1614
100006011,2,2/7/2023,734
100006012,4,2/22/2023,584
100006013,2,6/20/2023,304
100006014,2,7/7/2023,524
100006015,1,1/28/2023,1160
100006016,2,5/30/2023,1080
100006017,3,5/12/2023,507
100006018,3,2/26/2023,161
100006019,3,6/2/2023,219
100006020,5,12/9/2023,1304
100006021,3,12/14/2023,939
100006022,1,12/25/2023,1626
100006023,1,7/22/2023,1060
100006024,3,4/9/2023,324
100006025,2,7/22/2023,576
100006026,2,5/7/2023,666
100006027,2,12/21/2023,612
100006028,2,3/4/2023,316
100006029,1,5/22/2023,1539
100006030,5,7/9/2023,484
100006031,2,12/13/2023,1560
100006032,5,3/18/2023,324
100006033,5,6/28/2023,181
100006034,1,3/12/2023,480
100006035,2,7/27/2023,1824
100006036,1,3/10/2023,1764
100006037,1,9/24/2023,842
100006038,5,7/10/2023,1230
100006039,5,9/13/2023,942
100006040,1,3/11/2023,1356
100006041,5,10/3/2023,1302
100006042,4,1/2/2024,454
100006043,2,3/23/2023,480
100006044,5,10/10/2023,1956
100006045,5,8/8/2023,576
100006046,5,10/12/2023,1456
100006047,4,3/16/2023,702
100006048,2,10/25/2023,467
100006049,5,2/21/2023,122
100006050,1,6/11/2023,708
100006051,1,7/17/2023,362
100006052,5,10/13/2023,148
100006053,5,1/16/2023,249
100006054,4,11/19/2023,364
100006055,2,3/3/2023,356
100006056,1,7/8/2023,501
100006057,2,4/15/2023,317
100006058,1,10/6/2023,810
100006059,5,7/10/2023,888
100006060,3,9/11/2023,976
100006061,5,5/11/2023,1470
100006062,3,6/15/2023,828
100006063,3,2/16/2023,466
100006064,1,4/14/2023,160
100006065,5,3/6/2023,848
100006066,2,5/23/2023,2104
100006067,2,7/13/2023,558
100006068,5,11/5/2023,426
100006069,3,12/17/2023,351
100006070,4,6/30/2023,1122
100006071,2,8/3/2023,1188
100006072,2,5/3/2023,789
100006073,5,2/3/2023,1816
100006074,5,1/16/2023,603
100006075,4,1/10/2023,270
100006076,1,10/23/2023,582
100006077,4,3/27/2023,447
100006078,4,2/10/2023,1308
100006079,3,4/16/2023,1016
100006080,1,8/25/2023,476
100006081,2,2/22/2023,1092
100006082,2,8/15/2023,891
100006083,2,10/16/2023,1299
100006084,5,11/23/2023,1092
100006085,1,2/20/2023,1780
100006086,5,5/7/2023,684
100006087,3,6/23/2023,574
100006088,4,9/13/2023,1542
100006089,2,9/21/2023,1336
100006090,5,8/26/2023,768
100006091,1,6/14/2023,463
100006092,4,9/27/2023,2060
100006093,4,2/8/2023,1641
100006094,2,10/1/2023,1215
